Chr,start,end,pid,gid,strand,07-08-095-0,07-08-120-8,07-08-122-0,07-08-123-1,07-08-015-6,07-08-017-3,07-08-026-9,07-08-128-3,07-08-117-4,07-01-100-6,07-01-068-3,07-01-105-2,07-01-083-8,07-01-108-1,07-01-124-3,07-01-103-4,07-08-125-4,07-08-144-3,07-08-142-7,07-08-156-0,07-08-137-5,07-08-112-6,07-08-096-6,07-07-064-2,07-07-060-3,07-07-062-6,07-07-077-6,07-02-085-4,07-02-092-3,07-02-095-2,07-02-093-4,07-02-096-8,07-02-106-1,07-02-091-0,07-02-076-7,07-01-002-4,07-01-130-1,07-01-139-3,07-01-141-2,07-01-151-4,07-08-106-4,07-08-091-3,07-08-081-0,07-08-113-5,07-07-093-1,07-07-111-8,07-02-067-2,07-02-103-5,07-02-125-1,07-02-134-9,07-02-118-5,07-02-126-7,07-02-122-2,07-02-109-0,07-08-013-9,07-08-021-1,07-08-010-2,07-08-007-1,07-08-014-1,07-08-003-7,07-08-028-2,07-01-010-5,07-01-006-9,07-01-001-1,07-02-002-5,07-02-009-4,07-02-018-9,07-02-022-1,07-02-039-5,07-02-017-0,07-02-034-8,07-02-027-8,07-08-034-6,07-08-031-4,07-08-046-1,07-08-068-9,07-08-049-0,07-08-065-8,07-08-051-7,07-07-012-9,07-07-010-1,07-07-005-8,07-07-016-4,07-07-020-6,07-07-018-6,07-01-013-3,07-01-034-1,07-01-028-5,07-01-039-4,07-01-060-8,07-01-040-9,07-01-038-7,07-08-154-1,07-08-140-4,07-08-150-2,07-02-023-2,07-02-019-1,07-02-038-2,07-02-045-9,07-02-046-3,07-02-048-5,07-02-057-4,07-07-019-3,07-07-023-4,07-07-029-9,07-07-036-6,07-01-044-5,07-01-061-2,07-01-166-9,07-01-074-3,07-02-141-7,07-02-139-6,07-02-147-2,07-08-060-4,07-08-151-8,07-08-160-0,07-08-163-7,07-08-085-2,07-08-082-3,07-08-103-8
chr19,19320681,19320682,MAU2,MAU2,1,6.599926904,6.206916126,6.559790529,5.828013959,6.54141579,5.976910519,6.447510883,6.415220477,6.154258497,6.180699966,5.705345642,5.464805918,6.275413514,6.006439854,5.556116297,5.616261918,6.316319894,5.981297335,6.031279009,6.270467947,5.99341093,6.139558286,6.717305626,6.220762195,6.187149822,6.460728744,6.255638329,6.304150506,6.078730264,6.289779782,6.223228647,6.341301254,6.062075728,6.202915872,5.812421463,5.622545887,5.698376174,6.063052229,5.850003331,6.581860235,5.997172898,5.875211378,6.275071686,6.43730941,6.198856552,6.301254757,6.768201399,6.276669589,6.35450174,6.06102826,6.155904958,6.308665774,6.430351287,6.439368453,6.136250058,6.186927529,6.424548635,6.588525882,5.921376603,6.61505446,5.821131558,5.94431319,6.111211381,6.464360776,6.37806894,6.218341073,5.523042003,6.194589453,6.185969976,6.285674243,6.189689227,6.464106465,6.21884526,6.213501183,6.551851205,6.079803248,6.2085278,6.006357876,6.366043568,5.856224985,5.983922175,5.992742268,6.548263875,6.495670971,6.444657544,5.857628454,6.316187371,6.294113472,6.343597335,6.430559414,6.401363044,6.428449546,6.047577704,6.650681604,6.360556683,6.206373715,5.759793184,6.048047087,6.344527522,6.412580743,6.306768822,6.136737022,5.861922799,6.717935185,6.697524047,6.478584917,6.222465581,5.533607385,6.601563023,6.521167043,5.829904826,6.18840026,6.356229536,6.462187363,6.159269817,6.118017092,6.678481691,6.423019095,6.362744704,6.074002104
chr4,118685368,118685369,METTL14,METTL14,1,6.156026295,5.988735955,5.334961122,5.442615951,5.411019153,5.976910519,4.991230401,5.511554812,5.381391951,4.529203714,5.324975275,5.269360396,5.634786838,5.63984271,5.033969904,5.282431734,4.944689182,4.884892851,5.605446306,5.615208834,5.417786294,6.038717596,5.605412746,5.251393814,5.361434363,4.442256084,4.670675829,5.722602669,5.228395116,5.417613449,5.042236342,5.450617949,5.479556403,5.054448178,5.546469574,5.022153345,5.76111193,5.628030356,5.347049241,5.820798965,5.710990464,5.469357201,5.371134408,5.755235574,4.572963788,5.503443608,4.98219138,4.394725351,5.435482313,5.28067007,5.517972444,5.472466673,5.545121474,5.815336387,5.690243581,5.167137163,3.918060192,5.054487316,5.545042633,5.120898244,5.677256346,4.803339563,5.355578493,5.432100412,5.751192797,4.539128246,5.616655054,5.401385019,4.979157566,5.719407836,5.306131135,5.742822493,5.269884693,5.462925157,5.28126999,5.938675511,5.429943116,5.394428328,5.085935649,5.274252527,6.056591243,5.648609437,5.57617969,5.842565981,5.586893806,5.251164884,5.65429221,5.576420809,5.171373218,5.427711052,5.684093251,5.149259372,5.330108286,4.750413951,5.60958423,5.570028936,5.613107451,5.446210768,5.519324599,5.551100607,5.658612495,5.809072558,4.659533402,5.574861403,5.523433703,5.643215619,5.603395226,5.662249536,5.739908832,5.121334415,5.565772896,5.230110512,5.262833,5.315868975,5.547737596,5.299751396,5.498959388,5.679725881,5.15787511,5.250879866
chr22,41229510,41229511,CHADL,CHADL,-1,3.012512924,3.181381033,1.393513305,3.227109915,1.339069311,3.666342286,3.154729134,3.358784532,4.501231721,3.381450094,3.198711502,3.742992549,3.730134715,3.53641312,3.811577483,3.239104302,3.702328345,3.614803688,3.807349352,4.142575033,3.499213894,3.677079792,3.262651148,3.310772361,3.673378369,4.217382673,2.638254351,3.712334334,3.911722746,3.554349786,1.191379781,3.411089584,2.501360773,3.17997906,4.105896982,3.418454282,3.310859738,1.464283929,3.730892119,2.951383075,3.55016767,2.491161571,3.151689271,3.722814096,4.419807,3.253665299,1.700156012,3.563122883,3.900059273,4.028606782,4.105278885,4.581538372,4.026501468,3.751720288,3.571132369,3.024843281,4.276853581,3.642226901,2.074251152,4.167291149,4.330805932,3.904784826,2.130947599,3.350064643,2.251960171,2.142238094,3.820585939,2.714324331,3.350139886,3.527647033,4.134276106,2.966328535,1.629880829,3.233679064,3.330852019,3.683602391,4.102138455,3.366947592,3.362644992,3.300887653,4.276812565,3.978758039,3.601097322,3.730855594,3.302278869,3.21163652,4.14840128,3.737964669,4.122225568,2.802269482,3.574039705,3.399237625,2.017830361,2.926444315,4.363540541,4.285575546,3.764145208,3.718643872,2.250291453,3.544311442,4.236379494,3.046982369,3.642045976,3.190197553,3.124396683,3.481752196,3.450624946,3.774040362,4.001070824,3.271474765,4.390898679,3.977503478,4.343251682,2.612725047,2.120131423,3.583544362,3.983657765,3.564248663,4.05252211,4.113376343
chr1,89995112,89995113,ZNF326,ZNF326,1,6.712952642,7.024052068,6.545106483,6.927549633,6.937629415,6.951018986,6.447510883,7.211463444,6.269224211,6.342019949,6.517116531,6.556486608,6.320678247,6.309953329,6.490440123,6.409029303,7.230472714,6.446204084,6.512749631,6.713965514,6.824656473,6.664442966,6.555432897,6.914996764,6.141527205,6.423543824,6.423582967,6.519689256,6.325119887,6.542792755,6.433873408,6.485290526,6.345344617,6.437608662,6.634275955,6.582079295,6.707962223,5.723846143,6.476111814,6.646120434,6.395894403,6.318980596,6.9262881,6.194119815,6.225512184,6.407865948,6.806778431,6.085621296,6.092133552,6.774724075,6.252120273,6.212450458,6.354899058,6.482761048,6.832687846,6.664470757,6.424548635,6.535738467,6.525103786,5.880318689,6.420691435,6.834061502,6.437108378,6.442934218,6.019126002,5.900683415,6.23398308,6.912818484,5.883877063,6.626711161,6.255091702,6.376347959,6.865097291,6.493370027,6.797355687,6.170001057,6.27533117,6.647599411,6.412801667,6.847217494,6.19179198,6.535338738,6.511935102,6.156551574,6.949813841,6.333265964,6.281526363,6.495566556,6.188527939,6.092175904,6.459661684,6.428449546,6.889016895,6.590435062,6.680691496,6.418025842,6.634658483,6.634251684,6.642608875,6.320216725,5.859309845,7.024881077,6.429152214,6.521711697,6.391550555,6.765206143,6.139210077,6.507204386,6.374529219,6.463595512,5.955892763,7.143465029,6.556926887,6.632383573,6.813897135,7.08806387,6.460209653,6.79398306,7.186377857,6.888670055
chr1,70354805,70354806,HHLA3,HHLA3,1,3.873536511,4.07446583,3.360346441,5.636123627,4.146424233,4.403307881,4.766913103,4.746710185,5.13417425,4.477209077,4.250550434,4.732185794,5.616752915,4.896815363,4.773103335,4.420711108,4.017201682,5.122287436,3.671997499,3.895660293,4.207751079,4.479633727,3.748077975,4.546400609,4.975941139,4.831027928,5.259196149,4.36441103,4.950541995,4.629117555,4.216914873,4.548593108,4.84618927,4.837091347,4.631525344,5.146908376,4.513951603,5.076727166,4.066941322,4.742796453,5.273458327,4.692795432,4.988190539,4.86031762,5.215573947,4.741603345,4.073614407,5.211861294,5.472795472,5.117611788,5.057660864,4.715216807,4.237268564,4.263926446,4.298606514,4.267204118,5.514293806,5.212316126,5.567497484,5.410404861,4.735501487,4.35935069,4.705417726,4.204866728,4.434163502,4.743142138,4.514959656,4.178992598,4.866389636,5.186138569,5.598440463,4.750599844,3.912814792,4.684340473,4.835644171,4.750097803,5.026587422,4.557278804,3.743248994,5.344215085,4.999805217,5.060699652,3.3420101,4.616396869,4.593180068,5.351566781,4.633828107,5.07449014,5.251916645,4.10292896,4.325012157,4.715909994,3.602792862,5.368042641,4.720801709,5.486673189,4.920487237,4.297347382,4.661717698,4.893206584,4.694061331,4.803313288,4.215231308,4.518523419,4.818293555,4.443278048,4.582536621,5.620630447,4.832316366,4.810994295,4.330144648,5.709115838,5.187380772,4.288596044,3.542364424,4.176120047,4.63042555,4.575653427,4.388949775,4.885424396
chr19,51012739,51012740,KLK10,KLK10,-1,5.5322294,7.660748875,7.622331995,6.486800878,5.57312465,5.586373982,6.053352113,5.630744167,5.843918376,6.392019336,5.001030835,6.387709792,4.031790414,5.963584375,5.345009683,6.462752879,8.036519859,5.593430037,5.724253736,5.15065738,4.961840851,5.50820288,6.818913336,5.536485141,4.657258704,4.528843769,5.49472704,5.501914554,6.067000972,5.826309422,7.251303599,4.974518924,5.25838402,5.41027668,6.489886045,5.817491303,6.228890891,4.067624959,4.243098277,6.599671511,5.153164093,5.046977726,7.390912715,6.075880703,6.218894306,4.525469914,6.028626953,5.581346641,5.497145333,5.407118406,5.415921172,5.669824904,6.131968619,5.428313264,6.719879815,6.186927529,4.585484853,6.622674104,5.643446337,6.367336139,5.698709455,5.85495367,7.194225431,4.893507874,6.644277593,4.678290994,5.440105662,6.405858496,5.358503358,5.015093028,4.919108012,5.411113377,7.155532134,5.288720428,6.483342427,5.972490224,4.042017463,5.376166122,6.056789303,5.59438734,4.051520253,5.955145482,5.586198445,5.214534758,4.255484658,4.723535558,5.512039627,6.318845993,5.340531032,6.464308206,5.763382161,5.069089023,5.97512591,7.20683891,4.18614429,5.216110726,5.868886041,5.646614185,5.761253372,4.805075674,5.105592886,7.446707742,6.256037525,5.94151844,5.328488287,5.793520425,6.991433117,6.221921118,6.238110021,4.586676996,5.512085025,7.414086507,5.575542565,5.743013077,7.42901648,6.094104473,6.575888266,6.448055646,5.96619731,6.417438017
chr22,32387582,32387583,RTCB,RTCB,-1,7.810372927,7.855537263,8.14475303,8.035609379,8.309044434,8.13984909,7.960611166,8.072152764,8.063363513,8.085150141,8.301615394,8.143489696,7.73641186,8.011708375,8.122070683,7.798924377,8.029524961,7.982668067,7.907423244,7.913582201,7.934452183,7.990595647,7.868231679,7.987753106,8.028582619,8.235733699,8.213163187,7.80946351,8.433001957,7.931975687,8.153862703,8.080368371,8.205125952,8.017404836,7.710541849,7.586806864,7.786970098,8.170049216,8.09362643,7.630321724,7.881591676,7.928122909,7.891228809,7.920164842,7.783819053,8.067290092,7.932467912,7.731688774,7.611693578,8.075383553,7.97420163,7.836085451,7.721944835,7.816750101,8.020856097,7.906889805,8.165987706,8.226264301,7.763793416,7.975949908,7.681303179,8.293705673,7.884673043,8.102676601,7.67305397,7.788016596,7.835265834,8.023209388,7.879525038,7.890020654,7.802263959,7.68108285,8.158660494,7.954930188,8.068304928,7.97943629,8.150986715,7.8314148,8.354968796,8.058379299,8.001120944,7.752261219,7.885992709,7.863627597,7.622671365,8.013255072,7.906846601,7.805148331,7.782556895,8.281556837,7.976375884,7.806466757,8.164865647,8.400862818,7.986741846,7.808601284,7.933104227,8.001641999,7.881395735,7.992564136,8.058769744,7.998660887,8.070763599,7.841727671,7.836755091,8.219666619,7.928081821,7.825320867,7.927809644,8.026362267,8.01860178,7.688862416,7.566264751,7.553235611,8.172373404,7.975861785,7.927001371,7.699408247,8.143409748,8.291907135
chr1,162497251,162497252,UHMK1,UHMK1,1,8.171766448,7.998168794,7.949496738,7.896388702,7.632854441,8.031463898,8.13004487,7.771421939,7.739220997,7.543495802,7.77337425,7.620883273,7.461216895,7.954493639,7.480524654,7.52360399,8.046949026,7.551557084,7.722827444,8.055935124,8.070920298,7.914373141,7.682190039,7.969444548,7.695252869,7.279054784,7.2680525,7.977514012,7.193758114,7.77948029,7.634323277,7.806457103,7.672887879,7.91277702,7.808773686,7.621010288,7.683876605,7.55988382,7.484903402,7.641828824,7.812351179,7.361032977,8.257223685,7.772761626,7.169984705,7.798488409,7.325532781,7.627386108,7.38581217,7.938990588,7.828596308,8.012680946,7.893953752,7.956692236,7.610500922,7.721217157,6.949538424,7.519216011,7.950501155,7.266522425,7.829664634,7.523487539,7.863594332,7.849401673,8.277738612,7.351691459,7.529074186,8.14594729,7.558686181,7.730203039,7.81587439,8.080263587,7.845818228,7.981424497,8.196877803,7.751721545,8.070511378,8.395562077,7.886206948,8.047934402,7.773678371,7.730171677,7.859389068,7.777470953,7.977710453,8.058519806,8.055291875,7.730302967,7.800520645,7.582989277,8.063545047,7.934159443,7.857454087,7.473547272,7.672293247,7.957275369,7.514519247,7.511201792,8.127053943,7.706655264,7.616739541,7.742916009,7.97274428,8.083128207,7.733901368,7.697349056,7.598208779,7.653677348,8.018530033,7.58499062,7.377825625,7.905610559,7.95263071,7.908913822,7.979107037,7.871879485,7.400060806,7.916765078,7.794942134,7.397070219
chr16,30423619,30423620,DCTPP1,DCTPP1,-1,5.768490487,5.232007106,5.585133377,6.493480033,6.241581466,5.768704004,5.773638966,5.979121363,6.474856305,6.648603966,6.632322386,6.864255432,6.228682463,7.044636177,6.947354262,6.698535921,6.372682337,6.500799059,5.746884711,6.071983066,5.576290117,6.163704373,6.047345472,6.157475951,5.916234893,6.385375062,6.491705688,5.983930753,6.719077668,5.948128166,5.818653087,5.890780042,6.321028957,6.325029393,6.036894195,6.972441133,6.615914014,7.078993773,6.490152753,5.715829405,6.084342061,6.366941634,5.861610042,6.055196549,6.327466827,6.061020221,6.425599736,6.0598582,6.347822584,5.762946907,6.155904958,5.889391282,5.849976055,5.913740091,6.221595613,5.801717596,6.388252506,5.946288576,6.078166202,6.068081545,6.234945916,6.562114304,5.995402928,5.919597103,5.98614868,6.29604343,5.890975267,5.909671929,6.118631985,5.86084624,6.129924082,5.28825663,5.847111545,6.237680995,5.869591503,6.016377868,5.706597131,5.732597064,5.511241484,6.406860022,6.332225685,6.082658905,5.807877544,6.174642031,5.775596014,5.924354568,5.526912903,5.768210956,6.075038883,5.579143798,5.634340216,5.907896758,5.578545315,6.342699792,5.797824129,6.076988924,6.4470975,6.493516483,5.623243551,6.246843539,6.013185353,6.051848124,6.469369314,5.658346389,5.890763193,6.570703119,5.262358308,5.877788286,5.805746646,5.793577241,5.965911519,6.125493509,6.092333563,5.952140569,5.995911486,5.730385751,5.568620266,5.957656147,5.793852897,6.54633575
chr19,39196961,39196962,NCCRP1,NCCRP1,1,7.13758369,8.229339565,8.57703591,5.959258493,5.280517128,6.188673799,7.039466587,5.617976871,5.810559779,6.654468588,5.433616535,6.500270599,4.678909391,4.516784313,5.429898581,5.575039255,8.140815949,5.867190849,5.333717199,7.462881211,4.961840851,6.484434714,7.283807799,6.328119605,3.466927492,5.549702374,3.571140155,3.940603322,4.434143781,5.076576532,7.052909843,5.667429338,5.85185802,3.871856765,4.631525344,5.751653489,5.797484319,4.478089729,3.581514495,6.696647992,5.223126652,4.835990068,7.333019036,4.811819102,5.525485077,3.322378049,4.954969911,4.550844553,4.56206281,4.78640588,3.988239464,4.860822129,5.128196865,5.2885885,6.273390229,7.192812085,6.02042191,5.669707638,5.877118683,5.379210239,2.660954533,6.146135405,6.546964857,4.453687274,5.371699415,4.212627422,3.921869275,7.039134934,4.11369969,4.04504625,4.654054438,5.056931084,6.58407714,6.146967431,7.025280499,5.577733756,2.187868329,5.430273527,6.665391674,6.946150664,3.784416183,6.125599427,5.816414226,3.402801396,3.724969941,4.646573577,5.55620721,5.534801719,4.898642313,6.877259378,5.492612106,5.482064056,6.428352379,6.164074176,5.283881092,4.634379347,4.936000237,5.555145139,5.994452548,6.00126633,3.890203853,7.721699523,5.295721226,6.233619833,5.741990188,6.359668615,7.132050286,4.627650875,5.837572091,5.709396155,4.846268272,6.47370383,4.788391214,5.42007997,7.65742749,7.096112399,5.935501727,6.423019095,7.036033987,7.346037099
chr17,18697998,18697999,TRIM16L,TRIM16L,1,4.781507372,4.386850152,5.246964641,4.954425339,5.297490207,4.814095907,5.205355207,4.792880367,5.079207791,4.928193272,4.216198929,5.464805918,5.246384465,4.257697092,4.798866431,4.727042348,3.298972651,3.873115683,4.04504091,4.266754445,4.741574731,4.083705051,4.081204276,5.275439288,3.736114124,5.694092283,4.464224951,3.712334334,4.152730846,4.189585493,3.593478225,5.250153366,5.095909323,4.123395532,4.737653695,4.155419876,4.423753794,5.039968616,5.493641739,4.764012939,4.330041855,4.692795432,4.708906781,4.541367225,4.46524997,4.30550423,4.810580002,4.575297597,4.79595087,4.587097072,4.63290821,4.434196656,4.089926848,4.739846188,4.408579356,5.101919504,5.798688103,4.675141524,4.421053915,4.604977388,5.688022777,4.333119148,4.746936996,4.334634603,4.043373549,5.354288571,4.697437708,4.479859077,4.190661672,4.230261123,4.878177748,3.703294129,5.035873189,4.797108404,5.487720868,4.105429056,4.930372107,5.092772628,4.480214588,5.344215085,4.501685976,4.810003581,4.256762814,5.527692644,6.046898036,4.866139954,5.526912903,5.32292717,4.562046169,4.624626567,4.957954687,4.715909994,4.740296385,5.324321263,6.048303649,4.235389789,3.798496713,5.014099755,4.745986615,4.893206584,3.840450818,4.066347694,2.928350161,4.753626892,4.591522693,5.049741618,4.435194905,5.140822692,4.392495766,4.984761362,4.636475888,3.827478034,3.749571965,4.075352005,2.968128329,4.786173529,4.611688987,4.917885618,4.97005995,5.27091762
chr19,38619082,38619083,EIF3K,EIF3K,1,7.187336725,7.197848245,7.455682126,7.485126246,7.45895363,7.487772394,7.187837445,7.464191572,7.56012541,7.713245218,7.546791885,7.289771856,7.383354744,7.605409213,7.656407111,7.479604798,7.541993033,7.675393667,7.131429118,7.396462346,7.231774309,7.398019962,7.227805755,7.392749663,7.126969109,7.561732063,7.393141853,7.380712843,7.859983776,7.355112031,7.479421882,7.009348908,7.455557084,7.372335108,7.337882952,7.532298568,7.402264371,7.663201134,7.495383073,7.311639288,7.328058769,7.250317405,7.416868948,7.128806456,7.335136676,7.264619756,7.734579842,7.340475726,7.46510108,7.332055457,7.328340304,7.335907012,7.263295037,7.12704464,7.18921694,7.161146725,7.34629719,7.225338606,7.087907596,7.369321955,7.222039932,7.543645282,7.31301803,7.336572407,7.262326886,7.638359522,7.425088626,7.320766559,7.318337825,7.245390647,7.401288368,7.185855622,7.134501222,7.358374812,7.318615347,7.445529897,7.373124984,7.263939726,7.198874027,7.496004746,7.180222592,7.173450945,7.387120731,7.276572717,7.159201006,7.509317068,6.905424526,7.283681793,7.298485136,7.150349865,7.173589742,7.14339872,7.216848274,7.652155999,7.104673196,7.110439118,7.294492782,7.503066272,7.166768097,7.357487602,7.48531907,7.22769796,7.613168898,7.155725336,7.086782391,7.283673232,7.299048118,7.103541676,7.244059287,7.226752961,7.489690503,7.71045601,7.105203363,6.981391202,7.143386775,7.366152622,7.035539557,7.104638128,7.310386106,7.758120072
chr4,2247432,2247433,MXD4,MXD4,-1,6.796546772,6.995031362,7.150827544,7.373692733,7.401238132,7.313589065,6.923291573,7.105691875,7.203278899,7.242354484,7.057905356,7.02784254,7.266765965,6.945345257,7.175904162,6.612871328,6.749917803,7.33684104,7.169620334,7.24992437,6.852468323,6.92677207,6.750418113,6.996820987,7.393413567,6.958687203,7.306387232,6.927347225,7.144383503,7.024900497,6.719415214,6.755286843,6.999611641,6.768020954,7.013844111,7.247866125,7.02670204,7.119195307,6.982549135,7.034487317,7.316102664,7.088096714,6.956096909,7.594299356,7.57685071,7.043318219,7.546786083,7.129628479,7.537326132,7.227386646,7.241504368,7.135829177,7.509320752,7.215445645,7.110036849,6.612735112,7.684842405,7.191611732,7.256321583,7.431466477,7.114412251,6.937799883,6.769776972,7.240490637,7.18451565,7.215487076,7.255972084,6.828691356,7.19300181,7.368949287,7.288667229,7.002603921,6.880337169,7.123368919,7.1129205,7.143034009,7.211942464,7.139537095,7.524988814,6.979509261,7.007681642,7.400221807,7.252050686,7.229755495,6.479009049,6.992024394,7.193378189,6.593413879,7.043330023,6.453146099,7.196627278,7.263536344,6.889016895,7.564048295,6.966277743,7.25598875,6.874935086,7.595240545,7.034795436,7.136063108,7.349635471,7.054274862,7.164077221,7.031499807,7.191751951,7.23570197,7.027893055,7.394420981,6.742712905,7.200561106,7.210946015,6.925365855,7.23733893,6.864351781,7.001796042,7.166597273,6.992737059,6.968511691,6.960383891,7.116148092
chr1,161749758,161749759,DUSP12,DUSP12,1,5.70614211,5.188723009,5.210206091,5.58700586,5.71884148,5.894783752,5.409150409,5.023364201,5.263071984,5.54822854,5.667707985,5.208284819,5.018115477,4.555778445,5.494387307,6.115171974,5.620900745,4.861241583,5.25696,5.067721039,5.341334234,5.634519329,5.541987366,5.251393814,5.10038851,4.500554724,5.394760131,5.212407937,5.646062871,5.27588534,5.523576211,5.450617949,5.133628989,5.425958302,5.097948229,5.425509039,5.179215732,5.295225672,5.493641739,5.492529343,4.899062812,4.290248877,5.522252141,5.179859122,5.884475267,4.637580281,6.079928181,5.211861294,5.472795472,5.747092956,5.775130283,5.09471019,5.034583814,4.230373887,5.375104652,5.259748313,5.101126294,5.299339188,4.985317424,5.363356288,5.52944975,4.982787338,4.265597126,5.263081342,5.319704777,4.949593016,5.027910912,5.270140486,4.79423985,5.322827241,5.336665503,5.153955538,5.374041925,5.319254796,5.321070998,5.32200415,4.930372107,4.589340013,5.523467786,5.608671566,4.89045782,5.16318261,5.566090872,5.609763777,5.148569454,5.351566781,5.370793701,4.649737486,5.185113274,4.757600433,5.51110845,5.418777811,5.911839665,5.45170057,5.568798616,5.639212501,5.651200622,5.186566951,5.228487082,5.182713201,5.245965543,5.23840844,4.727437467,5.634982396,5.434964915,5.22629101,5.379851871,5.488044807,5.21810006,5.228914302,5.225614064,5.514170422,5.187380772,5.399831286,5.547737596,5.976951846,5.509119254,5.499858076,5.973912275,5.508861044
chr11,837356,837357,POLR2L,POLR2L,-1,6.26508182,6.256669161,6.879525522,6.841165327,6.915811305,6.619625788,6.439074046,6.920539641,7.011092766,6.95932317,6.832681344,6.883917679,6.862290673,7.131090776,7.185701789,6.992687968,6.697923166,6.973045482,6.465774015,6.902855794,6.512349296,6.612758811,6.500882163,6.868328704,6.724557093,7.166523788,6.710204193,6.891390347,7.332486857,6.939340149,6.919300236,6.390911702,6.820400589,6.780273215,6.77552188,6.986820272,6.990503492,7.179585979,6.858146504,6.892393049,6.885642297,6.95321389,6.852128989,6.706325973,6.782697642,6.806006378,6.958400816,6.791615504,6.813024384,6.694330295,6.748385428,6.749906228,6.614163118,6.669605891,6.568172994,6.484274899,6.676087402,6.821982912,6.530828774,6.743093651,6.663684326,6.665597162,6.686870427,6.693321248,6.622982815,7.019982344,7.013640815,6.717926567,6.728006152,6.697572035,6.859899014,6.528853646,6.391875218,6.799817691,6.474545479,6.617460034,6.412241115,6.677735129,6.538606383,6.804422554,6.79961859,6.415875072,6.685068362,6.619702014,6.437687989,6.801044926,6.415437616,6.633398749,6.626405414,6.685508809,6.487950729,6.545655873,6.684586953,6.933736808,6.555812974,6.739391373,6.800616765,6.90923821,6.492131636,6.927526657,6.690555387,6.602400594,7.337062022,6.75633618,6.385661996,6.733670569,6.571993127,6.758133971,6.557651523,6.514094994,6.765400426,7.074365017,6.672115825,6.422591189,6.409965888,6.738121399,6.491292257,6.423019095,6.339044869,7.263436038
chr16,67842082,67842083,THAP11,THAP11,1,5.552621189,5.800290866,5.49632411,4.992644661,6.103639366,5.601247258,5.443298631,5.525294869,6.219255751,5.923343873,6.328999532,6.132230579,5.503542305,5.710664047,5.615312089,5.588911429,5.378199342,5.743278246,5.666072665,5.738303965,5.036479652,5.545435786,5.146627351,5.014787533,5.582404709,6.11380627,5.738518474,5.594278572,5.891914265,5.693247892,5.603193379,6.209255335,5.896423573,5.854578774,5.960046116,5.610215085,5.619304603,6.007018195,6.043328765,4.784921929,5.68643336,5.699054423,5.260810993,5.620934482,5.824710122,6.148778727,5.675352621,5.904481507,5.656974457,5.794141529,5.545851476,5.721586332,5.921455444,5.238835465,5.864396706,5.706210265,6.028305509,5.636667376,5.389892984,5.956267542,5.859734398,5.970076286,5.821704764,5.402806105,5.121376061,5.797589922,5.90341237,5.735804058,5.800392077,5.86084624,5.719238607,5.430609553,5.238690072,5.606012113,5.340567174,5.406893048,5.498655866,5.643787797,5.799631464,5.535792686,5.765959278,5.499874058,5.663938195,5.699961586,5.198901129,5.787665896,5.65429221,5.630108679,5.041442914,5.022146305,5.435656221,5.405780471,5.053454271,5.997761719,5.89176053,5.549637147,5.564031459,5.923532545,5.968379037,5.680577132,5.896304052,4.870952005,5.861922799,5.334969077,5.616878267,5.687781171,5.617135283,5.689343197,5.61080123,5.57991963,6.014987511,5.50183962,5.369091687,5.924058027,5.515194222,5.771171365,5.33729472,5.711090052,5.494627853,5.508861044
chr6,119177209,119177210,MAN1A1,MAN1A1,-1,6.753154176,6.242628222,6.953672414,4.21099025,5.155762097,6.107659111,6.455898668,5.335577141,5.238197315,6.532391992,5.869065494,5.49068455,5.954921651,5.904388582,5.753474528,6.06642764,6.706720114,6.185552329,6.049599192,6.873855923,5.835148847,6.754640775,6.683415258,5.202066102,5.25834087,5.825336816,5.028488459,6.787622461,5.228395116,6.164667861,7.526131916,6.454511865,5.419747008,5.721125329,6.25988044,6.193112166,6.008716295,5.247659988,4.939706133,6.771889364,6.365279036,4.945337464,6.996820844,6.559839885,6.101481141,5.561449211,5.691935505,5.507028321,5.904617555,6.471248743,6.795594386,6.059944771,6.42421215,6.073648383,6.735792054,6.612735112,6.170447354,6.571143803,6.619467474,6.058267256,6.347879445,5.94431319,7.416349818,6.406500589,6.56832874,4.976814485,5.506831776,6.893835381,5.375086243,6.251826472,5.819932607,6.454615016,6.987432834,6.330540604,6.65667403,6.779049176,5.687100956,6.324719356,6.331692064,6.63333362,5.285477426,6.692111076,6.543129723,6.287004397,6.161317947,4.479116831,6.523208934,6.145340467,5.556771227,4.845596914,6.569634526,6.089553126,7.216848274,5.85141727,5.964313557,5.996411408,6.510639294,5.468665619,6.003040044,5.99131667,5.105592886,7.101971604,5.444365308,6.717935185,6.780646268,6.331856765,5.901660643,6.303094121,6.544855918,6.418857197,5.552537069,6.480003818,5.419423363,6.606112224,7.212677164,6.522143818,6.556424969,6.9598338,7.072421668,6.315010204
